cache_key,cl_cluster_id,idb_docket,circuit,agency,agency_name,cl_case_name,date_filed,outcome,outcome_label,apptype,nos,juris,administration_case,judgment_date,doctrine_era_judgment,administration_judgment,usapt,usape,claude_challenged_fr,claude_reasoning,fr_lookup_status,fr_citation_official,fr_document_number,fr_publication_date,fr_title,fr_agency_name,fr_parent_department,fr_sub_agency,is_independent_agency,rin_numbers,cfr_references,fr_html_url,fr_significant,fr_type,administration_rule,fr_abstract,fr_explanation,fr_cfr_topics,fr_cfr_references,fr_cfr_ref_titles,fr_topics,fr_page_length,fr_president,fr_action,fr_effective_on,fr_rin,fr_authority_raw,fr_authority_usc,fr_authority_titles
7684558:85 FR 54438,7684558,20-1424,0,SEC,SEC,Citadel Securities LLC v. SEC,10/16/2020,1,Affirmed/Enforced,1,-9,-9,Trump45,07/29/2022,Post-WV v. EPA,Biden,0,0,85 FR 54438,"The opinion explicitly states that ""Citadel Securities, a high-frequency trader and objecting commenter, now petitions for review"" of the SEC's ""Order Approving a Proposed Rule Change to Add a New Discretionary Limit Order Type Called D-Limit,"" published at 85 Fed. Reg. 54,438 (Sept. 1, 2020). The court reviews this SEC approval order under the APA's arbitrary and capricious standard and ultimately denies the petition for review. The other FR citations appear as background context (75 FR 3594), a proposed rule (84 FR 71997), a prior disapproval order (85 FR 11426), and an interpretive rule (81 FR 40785), none of which are the challenged rule itself.",FOUND,85 FR 54438,2020-19204,2020-09-01,Self-Regulatory Organizations; Investors Exchange LLC; Order Approving a Proposed Rule Change To Add a New Discretionary Limit Order Type Called D-Limit,Securities and Exchange Commission,Securities and Exchange Commission,,True,,,https://www.federalregister.gov/documents/2020/09/01/2020-19204/self-regulatory-organizations-investors-exchange-llc-order-approving-a-proposed-rule-change-to-add-a,,Notice,Trump45,,,,,,,14,Donald Trump,,,,,,
6238638:85 FR 67044,6238638,20-1470,0,SEC,SEC,"Intercontinental Exchange, Inc v. SEC",11/25/2020,1,Affirmed/Enforced,1,-9,-9,Trump45,01/21/2022,Post-Kisor,Biden,0,0,85 FR 67044,"The opinion explicitly states it is ""On Petition for Review of a Final Order of the Securities and Exchange Commission,"" and the petitioners seek to vacate the SEC's Final Order published at 85 Fed. Reg. 67044 (Oct. 2020), which asserted jurisdiction over the wireless services and approved the proposed fee schedule rules. The court frames the case as ICE arguing ""the SEC's Final Order should be vacated"" on multiple grounds, and the opinion concludes by denying the petition for review of that specific Final Order. The other FR citations appear as background context for co-location services, proposed rules, and prior agency precedents rather than as the rule under challenge.",FOUND,85 FR 67044,2020-23250,2020-10-21,"Self-Regulatory Organizations; New York Stock Exchange LLC, NYSE American LLC, NYSE Arca, Inc., NYSE Chicago, Inc., and NYSE National, Inc.; Notice of Filings of Partial Amendment No. 3 and Order Granting Accelerated Approval to Proposed Rule Changes, Each as Modified by Partial Amendment No. 3, To Establish a Wireless Fee Schedule Setting Forth Available Wireless Bandwidth Connections and Wireless Market Data Connections",Securities and Exchange Commission,Securities and Exchange Commission,,True,,,https://www.federalregister.gov/documents/2020/10/21/2020-23250/self-regulatory-organizations-new-york-stock-exchange-llc-nyse-american-llc-nyse-arca-inc-nyse,,Notice,Trump45,,,,,,,12,Donald Trump,,,,,,
6622427:85 FR 54931,6622427,20-1479,0,7,EPA,Daikin Applied Americas Inc. v. EPA,11/30/2020,1,Affirmed/Enforced,1,-9,-9,Trump45,07/08/2022,Post-WV v. EPA,Biden,0,0,85 FR 54931,"The case caption explicitly states ""On Petition for Review of a Final Rule of the Environmental Protection Agency,"" and the opinion identifies the challenged action as the ""Site Listing Rule"" published at 85 Fed. Reg. 54,931 (Sept. 3, 2020), which added the Highway 100 and County Road 3 Groundwater Plume to the National Priorities List. The petitioners seek to have this NPL listing set aside as arbitrary and capricious and unsupported by substantial evidence, and the court ultimately denies the petition for review.",FOUND,85 FR 54931,2020-19172,2020-09-03,National Priorities List,Environmental Protection Agency,Environmental Protection Agency,,True,,40 CFR 300,https://www.federalregister.gov/documents/2020/09/03/2020-19172/national-priorities-list,,Rule,Trump45,"The Comprehensive Environmental Response, Compensation, and Liability Act of 1980 (""CERCLA"" or ""the Act""), as amended, requires that the National Oil and Hazardous Substances Pollution Contingency Plan (""NCP"") include a list of national priorities among the known releases or threatened releases of hazardous substances, pollutants or contaminants throughout the United States. The National Priorities List (""NPL"") constitutes this list. The NPL is intended primarily to guide the Environmental Protection Agency (""the EPA"" or ""the agency"") in determining which sites warrant further investigation. These further investigations will allow the EPA to assess the nature and extent of public health and environmental risks associated with the site and to determine what CERCLA-financed remedial action(s), if any, may be appropriate. This rule adds six sites to the General Superfund section of the NPL.",,"{'cfr_part': '300', 'topics': ['Air pollution control', 'Chemicals', 'Environmental protection', 'Hazardous substances', 'Hazardous waste', 'Intergovernmental relations', 'Natural resources', 'Oil pollution', 'Penalties', 'Reporting and recordkeeping requirements', 'Superfund', 'Water pollution control', 'Water supply'], 'cfr_title': 40}",Title 40 Part 300,40,Air pollution control; Chemicals; Environmental protection; Hazardous substances; Hazardous waste; Intergovernmental relations; Natural resources; Oil pollution; Penalties; Reporting and recordkeeping requirements; Superfund; Water pollution control; Water supply,6,Donald Trump,Final rule.,2020-10-05,,"33 U.S.C. 1251 et seq.; 42 U.S.C. 9601-9657; E.O. 13626, 77 FR 56749, 3 CFR, 2013 Comp., p. 306; E.O. 12777, 56 FR 54757, 3 CFR, 1991 Comp., p. 351; E.O. 12580, 52 FR 2923, 3 CFR, 1987 Comp., p. 193.","33 USC 1251, 42 USC 9601-9657, 42 USC 77, 42 USC 3, 42 USC 2013, 42 USC 56, 42 USC 1991, 42 USC 52, 42 USC 1987","33, 42"
6623985:85 FR 80544,6623985,21-1049,0,FRA,Federal Railroad Administration,"Transportation Division of the International Association of Sheet Metal, Air, Rail and Transportation Workers v. FRA",02/03/2021,3,Mixed (Affirmed in Part),1,-9,-9,Biden,07/15/2022,Post-WV v. EPA,Biden,0,0,85 FR 80544,"The opinion explicitly states it is ""[o]n Petition for Review of a Final Rule of the Federal Railroad Administration,"" and identifies the challenged rule as ""Miscellaneous Amendments to Brake System Safety Standards and Codification of Waivers,"" published at 85 Fed. Reg. 80,544 (Dec. 11, 2020). The court grants the petition in part and remands a portion of the Final Rule, confirming this is a direct rulemaking challenge seeking to vacate or set aside specific provisions of that rule.",FOUND,85 FR 80544,2020-25817,2020-12-11,Miscellaneous Amendments to Brake System Safety Standards and Codification of Waivers,Federal Railroad Administration,Transportation Department,Federal Railroad Administration,False,2130-AC67,49 CFR 218; 49 CFR 221; 49 CFR 232,https://www.federalregister.gov/documents/2020/12/11/2020-25817/miscellaneous-amendments-to-brake-system-safety-standards-and-codification-of-waivers,True,Rule,Trump45,"FRA is revising its regulations governing brake inspections, tests, and equipment. The changes include the incorporation of relief from various provisions provided in long-standing waivers related to single car air brake tests, end-of-train devices, helper service, and brake maintenance. FRA is also extending the time that freight rail equipment can be ""off-air"" before requiring a new brake inspection. In addition, FRA is making various modifications to the existing brake- related regulations to improve clarity and remove outdated or unnecessary provisions. FRA expects the revisions will benefit railroads and the public by reducing unnecessary costs, creating consistency between U.S. and Canadian regulations, and incorporating the use of newer technologies demonstrated to maintain or increase safety. The rule will reduce the overall regulatory burden on railroads.",,"{'cfr_part': '218', 'topics': ['Occupational safety and health', 'Penalties', 'Railroad employees', 'Railroad safety', 'Reporting and recordkeeping requirements'], 'cfr_title': 49}; {'cfr_part': '221', 'topics': ['Railroad safety'], 'cfr_title': 49}; {'cfr_part': '232', 'topics': ['Incorporation by reference', 'Railroad safety'], 'cfr_title': 49}",Title 49 Part 218; Title 49 Part 221; Title 49 Part 232,49,Incorporation by reference; Occupational safety and health; Penalties; Railroad employees; Railroad safety; Reporting and recordkeeping requirements,37,Donald Trump,Final rule.,2020-12-11,2130-AC67,"49 U.S.C. 20103, 20107, 20131, 20138, 20144, 20168, 28 U.S.C. 2461, note; and 49 CFR 1.89. ; 49 U.S.C. 20103, 20107; 28 U.S.C. 2461, note; and 49 CFR 1.89. ; 49 U.S.C. 20102-20103, 20107, 20133, 20141, 20301-20303, 20306, 21301-20302, 21304; 28 U.S.C. 2461, note; and 49 CFR 1.89.","49 USC 20103, 49 USC 20107, 49 USC 20131, 49 USC 20138, 49 USC 20144, 49 USC 20168, 28 USC 2461, 28 USC 49, 49 USC 20102-20103, 49 USC 20133, 49 USC 20141, 49 USC 20301-20303, 49 USC 20306, 49 USC 21301-20302, 49 USC 21304","28, 49"
6444168:nan,6444168,21-1075,0,FCC,FCC,Childrens Health Defense v. FCC,02/26/2021,1,Affirmed/Enforced,1,-9,-9,Biden,02/11/2022,Post-Kisor,Biden,0,0,,"The case is a petition for judicial review of an FCC Order (36 FCC Rcd. 537 (2021)) amending 47 C.F.R. § 1.4000 to expand coverage to hub-and-relay broadband antennas, which is clearly a rulemaking challenge. However, the Order itself was published in 2021 (36 FCC Rcd. 537) and appears in the Federal Communications Commission's record rather than cited with a Federal Register citation, while the only FR citation in the opinion (61 Fed. Reg. 46,557) refers to the original 1996 regulation cited as background/regulatory history. Since no FR citation for the actually challenged 2021 Order appears in the opinion, and the 1996 FR citation is purely historical context, CHALLENGED_FR is NONE despite this being a rulemaking challenge.",FERC_NOT_IN_FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7684554:86 FR 4390,7684554,21-1087,0,FAA,FAA,Tyler Brennan v. Stephen Dickson,03/12/2021,1,Affirmed/Enforced,1,-9,-9,Biden,07/29/2022,Post-WV v. EPA,Biden,0,0,86 FR 4390,"The opinion explicitly states ""Petitioners Tyler Brennan, a drone user, and RaceDayQuads...want the Rule vacated,"" and describes the case as ""On Petition for Review of an Order of the Federal Aviation Administration."" The court confirms it is reviewing the Remote Identification of Unmanned Aircraft final rule published at 86 Fed. Reg. 4390 (Jan. 15, 2021), and concludes by denying the petition for review of that specific final rule.",FOUND,86 FR 4390,2020-28948,2021-01-15,Remote Identification of Unmanned Aircraft,Federal Aviation Administration,Transportation Department,Federal Aviation Administration,False,2120-AL31,14 CFR 1; 14 CFR 11; 14 CFR 47; 14 CFR 48; 14 CFR 89; 14 CFR 91; 14 CFR 107,https://www.federalregister.gov/documents/2021/01/15/2020-28948/remote-identification-of-unmanned-aircraft,True,Rule,Trump45,"This action requires the remote identification of unmanned aircraft. The remote identification of unmanned aircraft in the airspace of the United States will address safety, national security, and law enforcement concerns regarding the further integration of these aircraft into the airspace of the United States, laying a foundation for enabling greater operational capabilities.",,"{'cfr_part': '1', 'topics': ['Air transportation'], 'cfr_title': 14}; {'cfr_part': '11', 'topics': ['Administrative practice and procedure', 'Reporting and recordkeeping requirements'], 'cfr_title': 14}; {'cfr_part': '47', 'topics': ['Aircraft', 'Reporting and recordkeeping requirements'], 'cfr_title': 14}; {'cfr_part': '48', 'topics': ['Aircraft', 'Reporting and recordkeeping requirements'], 'cfr_title': 14}; {'cfr_part': '89', 'topics': ['Air traffic control', 'Aircraft', 'Airmen', 'Aviation safety', 'Incorporation by reference', 'Reporting and recordkeeping requirements', 'Security measures'], 'cfr_title': 14}; {'cfr_part': '91', 'topics': ['Air traffic control', 'Aircraft', 'Airmen', 'Aviation safety', 'Reporting and recordkeeping requirements', 'Security measures'], 'cfr_title': 14}; {'cfr_part': '107', 'topics': ['Aircraft', 'Airmen', 'Aviation safety', 'Security measures'], 'cfr_title': 14}",Title 14 Part 1; Title 14 Part 11; Title 14 Part 47; Title 14 Part 48; Title 14 Part 89; Title 14 Part 91; Title 14 Part 107,14,Administrative practice and procedure; Air traffic control; Air transportation; Aircraft; Airmen; Aviation safety; Incorporation by reference; Reporting and recordkeeping requirements; Security measures,124,Donald Trump,Final rule.,2021-03-16,2120-AL31,"49 U.S.C. 106(f), 106(g), 40113, 44701. ; 49 U.S.C. 106(f), 106(g), 40101, 40103, 40105, 40109, 40113, 44110, 44502, 44701-44702, 44711, 46102, and 51 U.S.C. 50901-50923. ; 4 U.S.T. 1830; Pub. L. 108-297, 118 Stat. 1095 (49 U.S.C. 40101 note, 49 U.S.C. 44101 note); 49 U.S.C. 106(f), 106(g), 40113-40114, 44101-44108, 44110-44113, 44703-44704, 44713, 44809(f), 45302, 45305, 46104, 46301. ; 49 U.S.C. 106(f), 106(g), 40101, 40103, 40113-40114, 41703, 44101-44103, 44105-44106, 44110-44113, 44809(f), 45302, 45305, 46104, 46301, 46306. ; 49 U.S.C. 106(f), 106(g), 40101(d), 40103(b), 44701, 44805, 44809(f); Section 2202 of Pub. L. 114-190, 130 Stat. 629. ; 49 U.S.C. 106(f), 106(g), 40101, 40103, 40105, 40113, 40120, 44101, 44111, 44701, 44704, 44709, 44711, 44712, 44715, 44716, 44717, 44722, 46306, 46315, 46316, 46504, 46506-46507, 47122, 47508, 47528-47531, 47534, Pub. L. 114-190, 130 Stat. 615 (49 U.S.C. 44703 note); articles 12 and 29 of the Convention on International Civil Aviation (61 Stat. 1180), (126 Stat. 11). ; 49 U.S.C. 106(f), 40101 note, 40103(b), 44701(a)(5), 44807.","49 USC 106, 49 USC 40113, 49 USC 44701, 49 USC 40101, 49 USC 40103, 49 USC 40105, 49 USC 40109, 49 USC 44110, 49 USC 44502, 49 USC 44701-44702, 49 USC 44711, 49 USC 46102, 51 USC 50901-50923, 49 USC 44101, 49 USC 40113-40114, 49 USC 44101-44108, 49 USC 44110-44113, 49 USC 44703-44704, 49 USC 44713, 49 USC 45302, 49 USC 45305, 49 USC 46104, 49 USC 46301, 49 USC 41703, 49 USC 44101-44103, 49 USC 44105-44106, 49 USC 46306, 49 USC 44805, 49 USC 130, 49 USC 40120, 49 USC 44111, 49 USC 44704, 49 USC 44709, 49 USC 44712, 49 USC 44715, 49 USC 44716, 49 USC 44717, 49 USC 44722, 49 USC 46315, 49 USC 46316, 49 USC 46504, 49 USC 46506-46507, 49 USC 47122, 49 USC 47508, 49 USC 47528-47531, 49 USC 47534, 49 USC 44703, 49 USC 29, 49 USC 44807","49, 51"
6619405:nan,6619405,21-1099,0,FCC,FCC,Vincent Lucas v. FCC,04/01/2021,1,Affirmed/Enforced,1,-9,-9,Biden,06/28/2022,Post-Kisor,Biden,0,0,,"Lucas timely filed a petition for judicial review challenging the FCC's December 30, 2020 Order (35 FCC Rcd. 15,188) as arbitrary and capricious, specifically arguing the Commission should have eliminated the general exemption for commercial non-telemarketing calls and replaced it with narrowly tailored exemptions. The court treats this as a rulemaking challenge under the APA's arbitrary-and-capricious standard, reviewing the agency's decision to retain and modify rules codified at 47 C.F.R. § 64.1200(a)(3)(iii). No Federal Register citation is provided for the challenged 2020 Order, only FCC Record citations.",FERC_NOT_IN_FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6471237:86 FR 18596,6471237,21-1100,0,SEC,SEC,The Nasdaq Stock Market LLC v. SEC,04/12/2021,1,Affirmed/Enforced,1,-9,-9,Biden,05/24/2022,Post-Kisor,Biden,0,0,86 FR 18596,"The opinion explicitly states it is ""On Petitions for Review of a Final Rule of the Securities and Exchange Commission,"" and the court reviews the ""Market Data Infrastructure Rule"" published at 86 Fed. Reg. 18,596 (Apr. 9, 2021). Petitioners challenged the Rule as arbitrary and capricious and contrary to the Exchange Act, seeking to have the court set it aside, and the court denied the petitions after reviewing the merits. The other FR citations (70 FR 37496, 75 FR 3594, 85 FR 16726) appear only as background regulatory history or as the proposed rule preceding the final rule.",FOUND,86 FR 18596,2020-28370,2021-04-09,Market Data Infrastructure,Securities and Exchange Commission,Securities and Exchange Commission,,True,3235-AM61,17 CFR 240; 17 CFR 242; 17 CFR 249,https://www.federalregister.gov/documents/2021/04/09/2020-28370/market-data-infrastructure,False,Rule,Biden,"The Securities and Exchange Commission (""Commission"" or ""SEC"") is amending Regulation National Market System (""Regulation NMS"") under the Securities Exchange Act of 1934 (""Exchange Act"") to modernize the national market system for the collection, consolidation, and dissemination of information with respect to quotations for and transactions in national market system (""NMS"") stocks (""NMS information""). Specifically, the Commission is expanding the content of NMS information that is required to be collected, consolidated, and disseminated as part of the national market system under Regulation NMS and is amending the method by which such NMS information is collected, calculated, and disseminated by fostering a competitive environment for the dissemination of NMS information via a decentralized consolidation model with competing consolidators.",,"{'cfr_part': '240', 'topics': ['Brokers', 'Securities'], 'cfr_title': 17}; {'cfr_part': '242', 'topics': ['Brokers', 'Reporting and recordkeeping requirements', 'Securities'], 'cfr_title': 17}; {'cfr_part': '249', 'topics': ['Brokers', 'Reporting and recordkeeping requirements', 'Securities'], 'cfr_title': 17}",Title 17 Part 240; Title 17 Part 242; Title 17 Part 249,17,Brokers; Reporting and recordkeeping requirements; Securities,243,Joseph R. Biden Jr.,Final rule.,2021-06-08,3235-AM61,"15 U.S.C. 77c, 77d, 77g, 77j, 77s, 77z-2, 77z-3, 77eee, 77ggg, 77nnn, 77sss, 77ttt, 78c, 78c-3, 78c-5, 78d, 78e, 78f, 78g, 78i, 78j, 78j-1, 78k, 78k-1, 78 l, 78m, 78n, 78n-1, 78o, 78o-4, 78o-10, 78p, 78q, 78q-1, 78s, 78u-5, 78w, 78x, 78dd, 78 ll, 78mm, 80a-20, 80a-23, 80a-29, 80a-37, 80b-3, 80b-4, 80b-11, and 7201 et seq., and 8302; 7 U.S.C. 2(c)(2)(E); 12 U.S.C. 5221(e)(3); 18 U.S.C. 1350; Pub. L. 111-203, 939A, 124 Stat. 1376 (2010); and Pub. L. 112-106, sec. 503 and 602, 126 Stat. 326 (2012), unless otherwise noted. ; 15 U.S.C. 77g, 77q(a), 77s(a), 78b, 78c, 78g(c)(2), 78i(a), 78j, 78k-1(c), 78 l, 78m, 78n, 78 o (b), 78 o (c), 78 o (g), 78q(a), 78q(b), 78q(h), 78w(a), 78dd-1, 78mm, 80a-23, 80a-29, and 80a-37. ; 15 U.S.C. 78a et seq. and 7201 et seq.; 12 U.S.C. 5461 et seq.; 18 U.S.C. 1350; Sec. 953(b), Pub. L. 111-203, 124 Stat. 1904; Sec. 102(a)(3), Pub. L. 112-106, 126 Stat. 309 (2012); Sec. 107, Pub. L. 112-106, 126 Stat. 313 (2012), and Sec. 72001, Pub. L. 114-94, 129 Stat. 1312 (2015), unless otherwise noted.","15 USC 77c, 15 USC 77d, 15 USC 77g, 15 USC 77j, 15 USC 77s, 15 USC 77z-2, 15 USC 77z-3, 15 USC 77eee, 15 USC 77ggg, 15 USC 77nnn, 15 USC 77sss, 15 USC 77ttt, 15 USC 78c, 15 USC 78c-3, 15 USC 78c-5, 15 USC 78d, 15 USC 78e, 15 USC 78f, 15 USC 78g, 15 USC 78i, 15 USC 78j, 15 USC 78j-1, 15 USC 78k, 15 USC 78k-1, 15 USC 78, 15 USC 78m, 15 USC 78n, 15 USC 78n-1, 15 USC 78o, 15 USC 78o-4, 15 USC 78o-10, 15 USC 78p, 15 USC 78q, 15 USC 78q-1, 15 USC 78s, 15 USC 78u-5, 15 USC 78w, 15 USC 78x, 15 USC 78dd, 15 USC 78mm, 15 USC 80a-20, 15 USC 80a-23, 15 USC 80a-29, 15 USC 80a-37, 15 USC 80b-3, 15 USC 80b-4, 15 USC 80b-11, 15 USC 7201, 15 USC 8302, 7 USC 2, 12 USC 5221, 18 USC 1350, 18 USC 939A, 18 USC 124, 18 USC 602, 18 USC 126, 15 USC 78b, 15 USC 78dd-1, 15 USC 78a, 12 USC 5461, 18 USC 129","7, 12, 15, 18"
9396024:83 FR 66514,9396024,21-5045,0,-9,NON-AGENCY,Damien Guedes v. ATF (ORDER IN SLIP OPINION FORMAT),02/23/2021,1,Affirmed/Enforced,3,890,2,Biden,08/09/2022,Post-WV v. EPA,Biden,0,0,83 FR 66514,"The case involves petitioners challenging ATF's final rule reinterpreting the statutory definition of ""machinegun"" to include bump stocks, published at 83 Fed. Reg. 66,514 (Dec. 26, 2018). The opinion states explicitly that ""Guedes argued that the Bureau lacked statutory authority to ban bump stocks"" via the rule published at 83 Fed. Reg. 66,514, and the en banc petition seeks to overturn the panel's affirmance of the district court's rejection of that APA challenge. The citation to 84 Fed. Reg. 4949 appears only as a passing reference to the southern border emergency declaration in a list of examples of executive overreach, not as a challenged rule.",FOUND,83 FR 66514,2018-27763,2018-12-26,Bump-Stock-Type Devices,"Alcohol, Tobacco, Firearms, and Explosives Bureau",Justice Department,"Alcohol, Tobacco, Firearms, and Explosives Bureau",False,1140-AA52,27 CFR 447; 27 CFR 478; 27 CFR 479,https://www.federalregister.gov/documents/2018/12/26/2018-27763/bump-stock-type-devices,True,Rule,Trump45,"The Department of Justice is amending the regulations of the Bureau of Alcohol, Tobacco, Firearms, and Explosives (ATF) to clarify that bump-stock-type devices--meaning ""bump fire"" stocks, slide-fire devices, and devices with certain similar characteristics--are ""machineguns"" as defined by the National Firearms Act of 1934 and the Gun Control Act of 1968 because such devices allow a shooter of a semiautomatic firearm to initiate a continuous firing cycle with a single pull of the trigger. Specifically, these devices convert an otherwise semiautomatic firearm into a machinegun by functioning as a self-acting or self-regulating mechanism that harnesses the recoil energy of the semiautomatic firearm in a manner that allows the trigger to reset and continue firing without additional physical manipulation of the trigger by the shooter. Hence, a semiautomatic firearm to which a bump-stock-type device is attached is able to produce automatic fire with a single pull of the trigger. With limited exceptions, the Gun Control Act, as amended, makes it unlawful for any person to transfer or possess a machinegun unless it was lawfully possessed prior to the effective date of the statute. The bump-stock-type devices covered by this final rule were not in existence prior to the effective date of the statute, and therefore will be prohibited when this rule becomes effective. Consequently, under the final rule, current possessors of these devices will be required to destroy the devices or abandon them at an ATF office prior to the effective date of the rule.",,"{'cfr_part': '447', 'topics': ['Administrative practice and procedure', 'Arms and munitions', 'Chemicals', 'Customs duties and inspection', 'Imports', 'Penalties', 'Reporting and recordkeeping requirements', 'Scientific equipment', 'Seizures and forfeitures'], 'cfr_title': 27}; {'cfr_part': '478', 'topics': ['Administrative practice and procedure', 'Arms and munitions', 'Customs duties and inspection', 'Exports', 'Imports', 'Intergovernmental relations', 'Law enforcement officers', 'Military personnel', 'Penalties', 'Reporting and recordkeeping requirements', 'Research', 'Seizures and forfeitures', 'Transportation'], 'cfr_title': 27}; {'cfr_part': '479', 'topics': ['Administrative practice and procedure', 'Arms and munitions', 'Excise taxes', 'Exports', 'Imports', 'Military personnel', 'Penalties', 'Reporting and recordkeeping requirements', 'Seizures and forfeitures', 'Transportation'], 'cfr_title': 27}",Title 27 Part 447; Title 27 Part 478; Title 27 Part 479,27,Administrative practice and procedure; Arms and munitions; Chemicals; Customs duties and inspection; Excise taxes; Exports; Imports; Intergovernmental relations; Law enforcement officers; Military personnel; Penalties; Reporting and recordkeeping requirements; Research; Scientific equipment; Seizures and forfeitures; Transportation,41,Donald Trump,Final rule.,2019-03-26,1140-AA52,"22 U.S.C. 2778, E.O. 13637, 78 FR 16129 (Mar. 8, 2013). ; 5 U.S.C. 552(a); 18 U.S.C. 921-931; 44 U.S.C. 3504(h). ; 26 U.S.C. 5812; 26 U.S.C. 5822; 26 U.S.C. 7801; 26 U.S.C. 7805.","22 USC 2778, 22 USC 78, 5 USC 552, 18 USC 921-931, 44 USC 3504, 26 USC 5812, 26 USC 5822, 26 USC 7801, 26 USC 7805","5, 18, 22, 26, 44"
"6475450:82 FR 16,478",6475450,21-5120,0,-9,NON-AGENCY,"Oceana, Inc. v. Gina Raimondo",05/28/2021,1,Affirmed/Enforced,3,893,2,Biden,06/07/2022,Post-Kisor,Biden,0,0,"82 FR 16,478","Oceana challenged Amendment 5b to the Atlantic Highly Migratory Species Fisheries Management Plan, published at 82 Fed. Reg. 16,478 (Apr. 4, 2017), arguing it violated the Magnuson-Stevens Act by failing to sufficiently limit dusky shark bycatch and by not establishing a reasonable likelihood that its measures would achieve the required 35% reduction in mortality. The court explicitly addresses whether the Service's rulemaking in Amendment 5b complied with statutory requirements, and affirms the district court's judgment upholding the rule. The other FR citations appear only as regulatory background or historical context regarding prior management actions.",FOUND,82 FR 16478,2017-06591,2017-04-04,Atlantic Highly Migratory Species; Atlantic Shark Management Measures; Final Amendment 5b,National Oceanic and Atmospheric Administration,Commerce Department,National Oceanic and Atmospheric Administration,False,0648-BD22,15 CFR 902; 50 CFR 635,https://www.federalregister.gov/documents/2017/04/04/2017-06591/atlantic-highly-migratory-species-atlantic-shark-management-measures-final-amendment-5b,False,Rule,Trump45,"NMFS is amending the 2006 Consolidated Atlantic Highly Migratory Species (HMS) Fishery Management Plan (FMP) based on the results of the 2016 stock assessment update for Atlantic dusky sharks. Based on this assessment, NMFS determined that the dusky shark stock remains overfished and is experiencing overfishing. Consistent with the Magnuson-Stevens Fishery Conservation and Management Act (Magnuson- Stevens Act), NMFS is implementing management measures that will reduce fishing mortality on dusky sharks to end overfishing and rebuild the dusky shark population consistent with legal requirements. The final measures could affect HMS-permitted commercial and recreational fishermen who harvest sharks or whose fishing vessels interact with sharks in the Atlantic Ocean, including the Gulf of Mexico and Caribbean Sea.",,"{'cfr_part': '902', 'topics': ['Reporting and recordkeeping requirements'], 'cfr_title': 15}; {'cfr_part': '635', 'topics': ['Fisheries', 'Fishing', 'Fishing vessels', 'Foreign relations', 'Imports', 'Penalties', 'Reporting and recordkeeping requirements', 'Treaties'], 'cfr_title': 50}",Title 15 Part 902; Title 50 Part 635,"15, 50",Fisheries; Fishing; Fishing vessels; Foreign relations; Imports; Penalties; Reporting and recordkeeping requirements; Treaties,31,Donald Trump,Final rule.,2017-06-05,0648-BD22,44 U.S.C. 3501 et seq. ; 16 U.S.C. 971 et seq.; 16 U.S.C. 1801 et seq.,"44 USC 3501, 16 USC 971, 16 USC 1801","16, 44"
6623990:81 FR 41036,6623990,21-5122,0,-9,NON-AGENCY,American Clinical Laboratory Association v. Xavier Becerra,05/28/2021,2,Reversed/Vacated,3,151,2,Biden,07/15/2022,Post-WV v. EPA,Biden,0,0,81 FR 41036,"ACLA explicitly challenges the 2016 Rule (81 Fed. Reg. 41,036) as arbitrary and capricious under the APA, arguing it improperly implemented PAMA's definition of ""applicable laboratory"" by relying on NPIs. The court reaches the merits of this APA challenge and holds the 2016 Rule arbitrary and capricious, though it declines to vacate it since the 2018 Rule (83 Fed. Reg. 59,452) had already replaced it. The 2018 Rule appears only as background context regarding mootness, not as a separately challenged rule.",FOUND,81 FR 41036,2016-14531,2016-06-23,Medicare Program; Medicare Clinical Diagnostic Laboratory Tests Payment System,Centers for Medicare & Medicaid Services,Health and Human Services Department,Centers for Medicare & Medicaid Services,False,0938-AS33,42 CFR 414,https://www.federalregister.gov/documents/2016/06/23/2016-14531/medicare-program-medicare-clinical-diagnostic-laboratory-tests-payment-system,True,Rule,Obama,"This final rule implements requirements of section 216 of the Protecting Access to Medicare Act of 2014 (PAMA), which significantly revises the Medicare payment system for clinical diagnostic laboratory tests. This final rule also announces an implementation date of January 1, 2018 for the private payor rate-based fee schedule required by PAMA.",,"{'cfr_part': '414', 'topics': ['Administrative practice and procedure', 'Health facilities', 'Health professions', 'Kidney diseases', 'Medicare', 'Reporting and recordkeeping requirements'], 'cfr_title': 42}",Title 42 Part 414,42,Administrative practice and procedure; Health facilities; Health professions; Kidney diseases; Medicare; Reporting and recordkeeping requirements,66,Barack Obama,Final rule.,2016-08-22,0938-AS33,"Secs. 1102, 1871, and 1881(b)(l) of the Social Security Act (42 U.S.C. 1302, 1395hh, and 1395rr(b)(l)).","42 USC 1302, 42 USC 1395hh",42
